claim_id	passenger_id	flight_id	flight_number	claim_date	issue_type	bag_description	bag_weight_kg	declared_value_eur	status	resolution_days	compensation_paid_eur	handling_agent
CLM01077	PAX00025907	FL0006244	LH2633	22-07-2023	Delayed	Grey Tumi backpack	30.8	1260.13	Denied	13	0	Lufthansa LEOS
CLM01078	PAX00004923	FL0003655	LH2164	10-09-2022	Lost	Grey Tumi backpack	20.0	2034.24	In Progress	8	1226.48	Lufthansa LEOS
CLM01079	PAX00021788	FL0010004	LH9526	2024-02-16	Delayed	Blue Samsonite carry-on	20.8	1655.07	Pending	14	0	Swissport
CLM01080	PAX00021549	FL0006692	LH8273	2023-09-27	Delayed	Grey Tumi backpack	19.8	EUR 1535.56	In Progress	4	0	Swissport
CLM01081	PAX00038490	FL0007697	LH5341	2024-01-30	Delayed	Black Rimowa suitcase	20.1	1156.11	Denied		0	Lufthansa LEOS
CLM01082	PAX00004531	FL0005650	LH4551	2023-02-24	Damaged	Grey Tumi backpack	21.1	1735.18	In Progress		1343.3	Lufthansa LEOS
CLM01083	PAX00019768	FL0002589	LH6691	2022-05-31	Delayed	Blue Samsonite carry-on	9.5	2448.33	Resolved	3	0	Swissport
CLM01084	PAX00038492	FL0004905	LH9060	2023-05-31	Delayed	Red duffel bag	17.0	2140.79	In Progress	20	0	Swissport
CLM01085	PAX00042907	FL0005149	LH102	2023-04-18	Lost	Green hardcase	30.9	355.88	In Progress	42	625.93	Lufthansa LEOS
CLM01086	PAX00032785	FL0000185	LH2832	2021-10-13	Pilfered	Blue Samsonite carry-on	28.4	630.41	In Progress	16	958.93	Fraport Ground Services
CLM01087	PAX00024535	FL0010798	LH5583	2024-06-28	Pilfered	Red duffel bag	17.7	1672.18	Resolved	27	0	Swissport
CLM01088	PAX00041660	FL0007597	LH6873	16-09-2023	Delayed	Blue Samsonite carry-on	23.0	1456.18	Pending	20	0	Lufthansa LEOS
CLM01089	PAX00023050	FL0003013	LH4459	2022-07-22	Lost	Green hardcase	23.5	2241.87	Resolved	38	1126.04	Lufthansa LEOS
CLM01090	PAX00021648	FL0010019	LH7409	2024-03-02	Delayed	Green hardcase	26.0	530.73	Resolved	15	0	Lufthansa LEOS
CLM01091	PAX00008360	FL0005399	LH9881	2023-05-28	Delayed	Green hardcase	28.6	2215.27	Resolved		0	Swissport
CLM01092	PAX00041509	FL0002985	LH3407	2022-05-12	Delayed	Black Rimowa suitcase	13.1	1240.76	Resolved	45	0	Swissport
CLM01093	PAX00025107	FL0002549	LH641	07-04-2022	Delayed	Black Rimowa suitcase	14.5	101.44	In Progress	8	0	Swissport
CLM01094	PAX00000108	FL0003240	LH1592	2022-07-12	Delayed	Brown leather bag	19.9	2159.07	In Progress	21	0	Swissport
CLM01095	PAX00010042	FL0010596	LH4716	2024-04-05	Lost	Grey Tumi backpack	27.6	1282.53	Resolved		1004.85	Fraport Ground Services
CLM01096	PAX00028773	FL0000589	LH8883	2021-12-05	Delayed	Black Rimowa suitcase	31.2	1038.27	Resolved	35	0	Fraport Ground Services
CLM01097	PAX00043734	FL0002311	LH4904	2022-06-18	Delayed	Red duffel bag	14.1	688.38	Resolved	38	0	Lufthansa LEOS
CLM01098	PAX00019913	FL0000188	LH644	2021-11-20	Damaged	Brown leather bag	8.1	1730.15	Resolved	39	552.7	Lufthansa LEOS
CLM01099	PAX00009766	FL0005473	LH2691	2023-02-17	Delayed	Black Rimowa suitcase	13.8	2410.99	Pending	44	0	Swissport
CLM01100	PAX00000013	FL0010942	LH4404	2024-06-17	Delayed	Red duffel bag	26.3	1873.38	Pending	12	0	Lufthansa LEOS
CLM01101	PAX00015256	FL0006625	LH9699	2023-09-13	Delayed	Blue Samsonite carry-on	25.3	1839.5	Resolved	8	0	Fraport Ground Services
CLM01102	PAX00007896	FL0002983	LH1148	2022-08-25	Delayed	Blue Samsonite carry-on	9.5	2401.07	Resolved		0	Fraport Ground Services
CLM01103	PAX00042150	FL0001537	LH9156	2022-03-04	Pilfered	Red duffel bag	22.5	2426.24	In Progress	29	1394.54	Lufthansa LEOS
CLM01104	PAX00043636	FL0002180	LH6895	2022-06-16	Damaged	Blue Samsonite carry-on	14.6	543.28	Pending	17	536.96	Fraport Ground Services
CLM01105	PAX00009515	FL0004648	LH8174	12-01-2023	Lost	Green hardcase	30.8	2232.01	Denied	40	339.62	Swissport
CLM01106	PAX00035273	FL0000745	LH7771	2021-12-21	Lost	Brown leather bag	19.6	2136.82	Pending	22	278.27	Lufthansa LEOS
CLM01107	PAX00001208	FL0009903	LH4773	2024-06-29	Delayed	Green hardcase	25.5	171.35	Denied	19	0	Lufthansa LEOS
CLM01108	PAX00031926	FL0003779	LH8333	2022-08-19	Pilfered	Red duffel bag	8.8	1560.81	Resolved	3	387.62	Lufthansa LEOS
CLM01109	PAX00002173	FL0010416	LH9384	2024-04-08	Delayed	Green hardcase	18.4	866.64	Resolved	32	0	Fraport Ground Services
CLM01110	PAX00026263	FL0006711	LH9641	2023-07-30	Delayed	Blue Samsonite carry-on	16.8	1653.11	Pending	4	0	Lufthansa LEOS
CLM01111	PAX00002305	FL0004360	LH9527	2022-10-26	Delayed	Grey Tumi backpack	24.9	858.66	Resolved	7	0	Fraport Ground Services
CLM01112	PAX00011585	FL0006846	LH6190	2023-06-29	Delayed	Green hardcase	16.3	352.64	Resolved	24	0	Lufthansa LEOS
CLM01113	PAX00038009	FL0004724	LH702	2023-04-18	Damaged	Black Rimowa suitcase	15.6	2089.34	Resolved	29	168.67	Lufthansa LEOS
CLM01114	PAX00015478	FL0004237	LH5855	2022-10-09	Delayed	Black Rimowa suitcase	23.4	1280.33	Resolved		0	Fraport Ground Services
CLM01115	PAX00023509	FL0001355	LH4370	2022-03-10	Damaged	Grey Tumi backpack	15.8	589.03	Resolved		0	Swissport
CLM01116	PAX00042833	FL0008382	LH3827	2024-01-29	Delayed	Red duffel bag	16.8	1370.87	Resolved	3		Lufthansa LEOS
CLM01117	PAX00041631	FL0009097	LH3599	2023-12-20	Damaged	Black Rimowa suitcase	11.7	EUR 419.55	Resolved	11	1105.35	Swissport
CLM01118	PAX00020304	FL0005533	LH5967	2023-06-18	Damaged	Blue Samsonite carry-on	28.9	2408.98	In Progress	44	260.87	Swissport
CLM01119	PAX00038658	FL0005397	LH7042	2023-05-27	Lost	Grey Tumi backpack	9.7	1134.82	In Progress	16	0	Lufthansa LEOS
CLM01120	PAX00019090	FL0011387	LH5820	2024-10-26	Delayed	Green hardcase	16.0	1225.02	Pending	34	0	Lufthansa LEOS
CLM01121	PAX00042764	FL0007837	LH4221	2024-01-20	Delayed	Blue Samsonite carry-on	16.3	976.69	Resolved	2	0	Fraport Ground Services
CLM01122	PAX00028836	FL0002632	LH8617	2022-06-08	Damaged	Red duffel bag	16.2	1101.03	In Progress		0	Lufthansa LEOS
CLM01123	PAX00015832	FL0010578	LH2123	2024-06-01	Delayed	Black Rimowa suitcase	31.3	529.38	In Progress	28	0	Lufthansa LEOS
CLM01124	PAX00010543	FL0006655	LH5261	2023-09-22	Delayed	Brown leather bag	22.0	2482.97	Resolved	35	0	Fraport Ground Services
CLM01125	PAX00028194	FL0011603	LH3979	2024-07-28	Lost	Grey Tumi backpack	17.9	211.23	Pending	20	1219.13	Lufthansa LEOS
CLM01126	PAX00001357	FL0002248	LH7535	2022-05-01	Delayed	Red duffel bag	10.2	1773.76	Resolved	44	0	Lufthansa LEOS
CLM01127	PAX00021800	FL0002081	LH2856	2022-03-02	Damaged	Blue Samsonite carry-on	9.1	1492.18	Resolved	24	928.26	Swissport
CLM01128	PAX00023590	FL0005979	LH980	2023-06-20	Delayed	Red duffel bag	13.8	2089.43	Resolved	16	0	Fraport Ground Services
CLM01129	PAX00034004	FL0001520	LH4001	2022-06-13	Damaged	Blue Samsonite carry-on	29.5	2214.04	In Progress	16	0	Swissport
CLM01130	PAX00036303	FL0009518	LH7949	2024-05-24	Delayed	Black Rimowa suitcase	26.2	2301.44	Pending	23	0	Fraport Ground Services
CLM01131	PAX00025756	FL0003962	LH4172	2022-12-20	Damaged	Grey Tumi backpack	26.4	2328.59	Resolved		982.25	Fraport Ground Services
CLM01132	PAX00010460	FL0007708	LH6883	2023-08-08	Lost	Blue Samsonite carry-on	31.6	EUR 1302.28	Pending	18	0	Lufthansa LEOS
CLM01133	PAX00019883	FL0009594	LH6772	2024-06-12	Delayed	Grey Tumi backpack	26.2	141.62	Resolved	16	0	Lufthansa LEOS
CLM01134	PAX00000603	FL0005920	LH3982	29-03-2023	Delayed	Blue Samsonite carry-on	25.0	637.47	In Progress	12	0	Fraport Ground Services
CLM01135	PAX00037214	FL0007085	LH9990	2023-10-25	Delayed	Green hardcase	24.1	1524.96	Resolved	17	0	Fraport Ground Services
CLM01136	PAX00038894	FL0003362	LH8005	2022-12-04	Delayed	Red duffel bag	11.1	1486.3	Resolved		0	Lufthansa LEOS
CLM01137	PAX00025838	FL0008845	LH2159	2024-03-01	Delayed	Brown leather bag	26.3	157.4	Pending	29	0	Fraport Ground Services
CLM01138	PAX00005438	FL0010149	LH4342	2024-07-29	Lost	Black Rimowa suitcase	10.4	2139.88	In Progress	39	0	Fraport Ground Services
CLM01139	PAX00027678	FL0009847	LH1775	2024-06-14	Delayed	Black Rimowa suitcase	16.9	592.14	Pending		0	Lufthansa LEOS
CLM01140	PAX00016158	FL0008577	LH7036	2023-11-14	Delayed	Blue Samsonite carry-on	22.6	1237.57	Denied	32	0	Fraport Ground Services
CLM01141	PAX00029574	FL0001134	LH1911	2021-12-18	Delayed	Red duffel bag	29.6	436.68	Resolved		0	Swissport
CLM01142	PAX00000649	FL0007419	LH7453	2023-09-21	Delayed	Black Rimowa suitcase	23.8	2121.09	In Progress		0	Fraport Ground Services
CLM01143	PAX00037983	FL0002564	LH2840	28-09-2022	Delayed	Black Rimowa suitcase	14.8	470.79	Resolved	6	0	Lufthansa LEOS
CLM01144	PAX00027164	FL0005176	LH7065	2023-05-03	Delayed	Red duffel bag	10.9	893.45	Pending	39	0	Lufthansa LEOS
CLM01145	PAX00021612	FL0011044	LH2251	2024-06-27	Delayed	Black Rimowa suitcase	28.0	432.15	Resolved		0	Lufthansa LEOS
CLM01146	PAX00021319	FL0011228	LH767	2024-06-16	Delayed	Brown leather bag	12.2	1528.86	In Progress	18	0	Lufthansa LEOS
CLM01147	PAX00015438	FL0011350	LH7775	2024-07-26	Lost	Black Rimowa suitcase	23.2	2204.3	Resolved		0	Fraport Ground Services
CLM01148	PAX00008307	FL0007640	LH4844	2023-08-07	Lost	Black Rimowa suitcase	28.4	2484.66	Resolved	20	766.23	Lufthansa LEOS
CLM01149	PAX00013899	FL0006069	LH3106	2023-08-17	Delayed	Red duffel bag	16.2	1759.91	In Progress	17	0	Lufthansa LEOS
CLM01150	PAX00024550	FL0002221	LH6519	2022-08-13	Lost	Brown leather bag	30.0	585.04	Pending	14	0	Lufthansa LEOS
CLM01151	PAX00035189	FL0011361	LH2537	2024-05-09	Lost	Brown leather bag	13.2	1160.96	Resolved		0	Swissport
CLM01152	PAX00020494	FL0008204	LH8118	2024-01-01	Lost	Grey Tumi backpack	21.1	142.32	In Progress	2	269.42	Fraport Ground Services
CLM01153	PAX00027548	FL0007476	LH8033	2023-12-14	Pilfered	Red duffel bag	14.1	592.29	Resolved	19	0	Fraport Ground Services
CLM01154	PAX00010452	FL0005465	LH3918	2023-05-10	Damaged	Black Rimowa suitcase	11.0	1296.91	Resolved		636.76	Lufthansa LEOS
CLM01155	PAX00042923	FL0011258	LH9683	2024-07-27	Delayed	Black Rimowa suitcase	31.0	917.2	Resolved	19	0	Lufthansa LEOS
CLM01156	PAX00002584	FL0004277	LH4326	2023-03-08	Delayed	Red duffel bag	11.6	1058.71	In Progress	27	0	Swissport
CLM01157	PAX00039225	FL0003343	LH8908	2022-08-08	Pilfered	Blue Samsonite carry-on	17.5	1891.13	In Progress	42	976.99	Fraport Ground Services
CLM01158	PAX00034598	FL0010292	LH1275	2024-07-05	Delayed	Red duffel bag	20.8	493.13	Resolved	39	0	Swissport
CLM01159	PAX00025451	FL0006004	LH2176	2023-05-01	Delayed	Green hardcase	30.3	864.75	In Progress	45	0	Lufthansa LEOS
CLM01160	PAX00038968	FL0010952	LH1000	2024-06-20	Delayed	Brown leather bag	30.9	1752.06	In Progress		0	Lufthansa LEOS
CLM01161	PAX00006203	FL0007393	LH1792	2023-08-21	Damaged	Red duffel bag	20.2	1273.3	Resolved	28	770.61	Lufthansa LEOS
CLM01162	PAX00034579	FL0007932	LH6962	2023-09-22	Delayed	Brown leather bag	11.9	EUR 921.87	Resolved	1	0	Lufthansa LEOS
CLM01163	PAX00025649	FL0004027	LH2886	2022-11-29	Lost	Grey Tumi backpack	20.1	1007.87	In Progress	19	896.37	Fraport Ground Services
CLM01164	PAX00015536	FL0011538	LH1359	2024-09-15	Lost	Green hardcase	21.9	2187.43	Pending	19	0	Fraport Ground Services
CLM01165	PAX00002587	FL0004277	LH4326	2023-03-04	Delayed	Blue Samsonite carry-on	27.4	480.16	Resolved		0	Fraport Ground Services
CLM01166	PAX00028104	FL0000215	LH1982	2021-09-17	Delayed	Red duffel bag	15.0	1522.39	Pending	37	0	Fraport Ground Services
CLM01167	PAX00027499	FL0010273	LH5738	2024-03-25	Delayed	Red duffel bag	12.8	469.69	Resolved	17	0	Fraport Ground Services
CLM01168	PAX00039542	FL0009279	LH3050	2024-04-09	Delayed	Grey Tumi backpack	14.3	1760.72	Resolved	41	0	Swissport
CLM01169	PAX00006896	FL0004955	LH785	18-05-2023	Delayed	Blue Samsonite carry-on	22.5	2088.33	Resolved	4	0	Fraport Ground Services
CLM01170	PAX00004104	FL0002696	LH6717	2022-08-04	Delayed	Grey Tumi backpack	28.2	200.9	In Progress	36	0	Swissport
CLM01171	PAX00023829	FL0000181	LH2320	2021-08-31	Delayed	Grey Tumi backpack	23.4	504.67	Resolved	12	0	Swissport
CLM01172	PAX00040579	FL0002257	LH762	2022-06-25	Delayed	Grey Tumi backpack	28.0	1716.33	Pending	37	0	Fraport Ground Services
CLM01173	PAX00027253	FL0002489	LH7480	2022-05-15	Delayed	Red duffel bag	29.3	2374.15	Pending	1	0	Fraport Ground Services
CLM01174	PAX00037015	FL0005084	LH8421	2022-12-13	Delayed	Brown leather bag	8.1	647.54	Pending	2	0	Swissport
CLM01175	PAX00013270	FL0003565	LH9608	2022-11-24	Damaged	Black Rimowa suitcase	17.9	816.19	Resolved	44	0	Swissport
CLM01176	PAX00000364	FL0008111	LH6053	2023-11-28	Damaged	Red duffel bag	22.1	437.35	Resolved	29	1465.98	Fraport Ground Services
CLM01177	PAX00000209	FL0001549	LH9482	2022-03-14	Delayed	Green hardcase	12.9	299.68	In Progress	34	0	Swissport
CLM01178	PAX00030553	FL0008561	LH6310	2024-01-17	Damaged	Blue Samsonite carry-on	18.0	1628.66	Resolved	31	0	Fraport Ground Services
CLM01179	PAX00022699	FL0009550	LH8215	2024-02-25	Lost	Brown leather bag	14.8	2497.36	Denied	29	886.31	Swissport
CLM01180	PAX00028898	FL0003842	LH8161	2023-01-21	Delayed	Brown leather bag	20.7	1116.21	In Progress			Lufthansa LEOS
CLM01181	PAX00039326	FL0007445	LH7568	2023-11-06	Damaged	Grey Tumi backpack	29.9	1881.58	Resolved		813.54	Lufthansa LEOS
CLM01182	PAX00013730	FL0009729	LH5252	26-04-2024	Damaged	Red duffel bag	13.8	815.88	Resolved	18	0	Fraport Ground Services
CLM01183	PAX00008942	FL0008383	LH3491	2023-10-26	Delayed	Green hardcase	18.2	768.16	In Progress	15	0	Lufthansa LEOS
CLM01184	PAX00005877	FL0009570	LH4405	28-04-2024	Lost	Grey Tumi backpack	19.7	2412.65	Resolved		536.79	Fraport Ground Services
CLM01185	PAX00011884	FL0008241	LH1285	2024-01-01	Delayed	Brown leather bag	30.5	2031.59	Resolved	37	0	Fraport Ground Services
CLM01186	PAX00030900	FL0010173	LH9290	2024-06-19	Delayed	Green hardcase	32.0	1849.79	Denied	27	0	Swissport
CLM01187	PAX00042137	FL0010345	LH1590	27-02-2024	Delayed	Green hardcase	27.4	870.94	Resolved	24	0	Lufthansa LEOS
CLM01188	PAX00026826	FL0008813	LH2534	2023-12-23	Delayed	Brown leather bag	20.3	771.52	In Progress	16	0	Swissport
CLM01189	PAX00007512	FL0009893	LH5553	2024-03-30	Lost	Blue Samsonite carry-on	28.4	EUR 163.42	In Progress	42	95.04	Swissport
CLM01190	PAX00033046	FL0007160	LH2962	2023-06-05	Lost	Brown leather bag	12.6	1589.85	Resolved	13	843.17	Swissport
CLM01191	PAX00010578	FL0009147	LH104	2023-12-27	Delayed	Blue Samsonite carry-on	18.2	1082.0	Resolved		0	Lufthansa LEOS
CLM01192	PAX00016194	FL0004215	LH7472	2022-12-11	Delayed	Brown leather bag	20.1	1762.25	Resolved	5	0	Fraport Ground Services
CLM01193	PAX00000729	FL0004741	LH6326	2022-12-08	Delayed	Black Rimowa suitcase	21.4	EUR 2335.19	Resolved	17	0	Swissport
CLM01194	PAX00032155	FL0005541	LH8841	18-03-2023	Delayed	Blue Samsonite carry-on	15.4	1500.69	Resolved	33	0	Swissport
CLM01195	PAX00017220	FL0009493	LH6664	2024-04-08	Lost	Blue Samsonite carry-on	30.3	1949.94	Resolved		0	Swissport
CLM01196	PAX00039176	FL0008797	LH6334	2024-01-08	Damaged	Red duffel bag	10.8	887.09	Resolved		935.94	Swissport
CLM01197	PAX00029686	FL0006881	LH1249	31-07-2023	Delayed	Green hardcase	17.3	1437.54	Pending	4	0	Fraport Ground Services
CLM01198	PAX00039027	FL0004379	LH1126	2022-11-06	Lost	Black Rimowa suitcase	15.5	542.9	In Progress	5	0	Lufthansa LEOS
CLM01199	PAX00031340	FL0003243	LH5256	2022-06-01	Damaged	Green hardcase	22.0	2336.21	Resolved	41	0	Lufthansa LEOS
CLM01200	PAX00020244	FL0003579	LH683	2022-07-19	Damaged	Brown leather bag	11.5	1208.21	Resolved		0	Lufthansa LEOS
CLM01201	PAX00037521	FL0002941	LH2435	2022-09-27	Lost	Green hardcase	9.3	1515.12	In Progress		445.86	Lufthansa LEOS
CLM01202	PAX00014276	FL0000125	LH3309	2021-09-12	Delayed	Red duffel bag	19.2	EUR 1949.13	Resolved		0	Swissport
CLM01203	PAX00039621	FL0009338	LH9542	2024-02-29	Delayed	Green hardcase	13.4	1147.58	Pending	34	0	Fraport Ground Services
CLM01204	PAX00026964	FL0004306	LH3736	2023-02-16	Lost	Grey Tumi backpack	30.4	1699.81	Resolved	41	0	Lufthansa LEOS
CLM01205	PAX00008368	FL0004417	LH7563	2023-01-12	Damaged	Black Rimowa suitcase	22.9	1570.14	Resolved	6	0	Lufthansa LEOS
CLM01206	PAX00025240	FL0010526	LH1927	2024-04-07	Delayed	Red duffel bag	30.8	1742.23	Resolved	45	0	Lufthansa LEOS
CLM01207	PAX00010445	FL0007562	LH725	2023-08-16	Lost	Brown leather bag	24.9	1909.08	Resolved	45	383.34	Fraport Ground Services
CLM01208	PAX00003188	FL0005089	LH4277	2023-06-06	Delayed	Blue Samsonite carry-on	22.4	1743.75	Pending		0	Swissport
CLM01209	PAX00006199	FL0007393	LH1792	2023-08-29	Damaged	Green hardcase	15.7	600.04	Resolved	10	0	Fraport Ground Services
CLM01210	PAX00008560	FL0002385	LH3553	2022-07-06	Damaged	Blue Samsonite carry-on	13.7	1332.45	Resolved		327.59	Fraport Ground Services
CLM01211	PAX00042065	FL0003231	LH5447	02-11-2022	Delayed	Black Rimowa suitcase	16.0	1414.64	Resolved	44	0	Fraport Ground Services
CLM01212	PAX00016705	FL0002046	LH2463	2022-05-04	Pilfered	Black Rimowa suitcase	20.3	1481.61	In Progress	10	1089.0	Swissport
CLM01213	PAX00007315	FL0007242	LH3509	2023-09-06	Lost	Green hardcase	18.9	349.79	Resolved	41	0	Fraport Ground Services
CLM01214	PAX00021236	FL0000432	LH5853	23-03-2022	Delayed	Blue Samsonite carry-on	22.8	1619.3	In Progress		0	Fraport Ground Services
CLM01215	PAX00011935	FL0008601	LH3880	2023-12-05	Damaged	Brown leather bag	28.9	1143.84	In Progress		0	Lufthansa LEOS
CLM01216	PAX00035132	FL0007418	LH4155	2023-09-27	Damaged	Brown leather bag	27.1	1718.21	Resolved	44		Swissport
CLM01217	PAX00009798	FL0004740	LH2855	2023-03-22	Delayed	Black Rimowa suitcase	18.9	1671.25	Resolved	16	0	Swissport
CLM01218	PAX00041335	FL0007774	LH5472	2023-11-15	Delayed	Blue Samsonite carry-on	20.0	1970.31	In Progress	34	0	Swissport
CLM01219	PAX00016305	FL0005552	LH8930	2023-04-23	Damaged	Black Rimowa suitcase	10.1	2208.48	In Progress	35	0	Lufthansa LEOS
CLM01220	PAX00028000	FL0004361	LH4194	2023-03-05	Delayed	Grey Tumi backpack	30.1	1609.18	Resolved		0	Fraport Ground Services
CLM01221	PAX00013901	FL0006069	LH3106	2023-08-04	Damaged	Green hardcase	12.6	102.07	Pending		55.37	Lufthansa LEOS
CLM01222	PAX00015425	FL0001795	LH3416	2022-04-14	Damaged	Black Rimowa suitcase	25.9	1605.24	Resolved	26	0	Fraport Ground Services
CLM01223	PAX00015859	FL0011076	LH1723	2024-08-04	Damaged	Brown leather bag	28.5	786.82	In Progress		406.32	Lufthansa LEOS
CLM01224	PAX00036085	FL0005109	LH293	2023-05-07	Delayed	Red duffel bag	18.3	1302.95	Resolved	8	0	Swissport
CLM01225	PAX00036611	FL0004866	LH6727	2022-12-09	Delayed	Red duffel bag	21.5	1871.25	In Progress	41	0	Lufthansa LEOS
CLM01226	PAX00043687	FL0003526	LH7615	2022-09-19	Delayed	Blue Samsonite carry-on	27.6	1020.21	Resolved	17		Lufthansa LEOS
CLM01227	PAX00010655	FL0010034	LH2043	2024-04-25	Lost	Red duffel bag	9.9	243.85	Denied	15	0	Swissport
CLM01228	PAX00030529	FL0009015	LH9334	2023-12-07	Delayed	Brown leather bag	11.3	2003.4	Denied	32	0	Fraport Ground Services
CLM01229	PAX00000346	FL0010099	LH2662	2024-06-23	Delayed	Black Rimowa suitcase	29.3	2356.57	In Progress		0	Lufthansa LEOS
CLM01230	PAX00025638	FL0002419	LH1776	2022-06-20	Lost	Blue Samsonite carry-on	17.4	2475.3	In Progress	39	229.93	Lufthansa LEOS
CLM01231	PAX00019235	FL0004500	LH5627	2023-04-04	Pilfered	Grey Tumi backpack	17.1	2184.57	Resolved	45	246.82	Fraport Ground Services
CLM01232	PAX00005215	FL0001695	LH8617	2022-04-03	Lost	Green hardcase	18.5	1575.63	Pending	43	$922.58	Fraport Ground Services
CLM01233	PAX00043710	FL0000174	LH319	2021-11-10	Delayed	Blue Samsonite carry-on	26.4	1999.63	Pending	39	0	Swissport
CLM01234	PAX00041709	FL0001845	LH4331	2022-02-04	Delayed	Red duffel bag	31.3	1488.54	In Progress		0	Swissport
CLM01235	PAX00006705	FL0006481	LH1334	2023-04-19	Delayed	Brown leather bag	22.0	485.22	Pending	25	0	Fraport Ground Services
CLM01236	PAX00011087	FL0000892	LH9946	31-03-2022	Delayed	Brown leather bag	21.1	285.31	In Progress	11	0	Lufthansa LEOS
CLM01237	PAX00043334	FL0008288	LH2949	2024-01-03	Damaged	Green hardcase	26.0	2387.74	Denied	45	384.85	Fraport Ground Services
CLM01238	PAX00008915	FL0007676	LH2516	2023-09-21	Damaged	Red duffel bag	26.6	580.44	Resolved	31		Fraport Ground Services
CLM01239	PAX00038882	FL0009165	LH1160	2024-02-09	Delayed	Grey Tumi backpack	31.0	1916.58	Pending	13	0	Lufthansa LEOS
CLM01240	PAX00040054	FL0000017	LH2536	2021-08-19	Lost	Red duffel bag	22.5	981.33	In Progress	37	0	Lufthansa LEOS
CLM01241	PAX00032493	FL0004374	LH3362	2022-12-30	Delayed	Green hardcase	22.6	2265.27	Resolved	44	0	Swissport
CLM01242	PAX00021530	FL0004844	LH9336	2023-02-27	Delayed	Blue Samsonite carry-on	31.7	1627.27	Resolved	45	0	Fraport Ground Services
CLM01243	PAX00016604	FL0012025	LH4008	2024-10-29	Delayed	Green hardcase	21.5	1631.98	Pending	18	0	Fraport Ground Services
CLM01244	PAX00005263	FL0007649	LH195	2023-12-22	Delayed	Brown leather bag	19.6	333.33	Pending	5		Swissport
CLM01245	PAX00002891	FL0006981	LH7261	2023-07-20	Damaged	Red duffel bag	15.7	1401.55	Pending	2	$801.76	Fraport Ground Services
CLM01246	PAX00012920	FL0006688	LH723	2023-05-06	Delayed	Grey Tumi backpack	14.1	2144.38	Pending	14	0	Swissport
CLM01247	PAX00039199	FL0000756	LH7857	2022-01-06	Delayed	Blue Samsonite carry-on	27.9	1549.22	In Progress	22	0	Fraport Ground Services
CLM01248	PAX00036311	FL0007168	LH5034	2023-08-05	Delayed	Grey Tumi backpack	15.4	1262.02	Resolved	42	0	Lufthansa LEOS
CLM01249	PAX00003239	FL0006930	LH2415	2023-06-19	Lost	Blue Samsonite carry-on	9.6	1170.39	In Progress	4	228.98	Swissport
CLM01250	PAX00000748	FL0009806	LH2787	2024-07-07	Pilfered	Grey Tumi backpack	31.4	1610.73	Resolved	24	0	Swissport
CLM01251	PAX00038713	FL0009745	LH8149	2024-05-25	Delayed	Grey Tumi backpack	10.9	2363.97	Resolved	18	0	Swissport
CLM01252	PAX00033341	FL0003573	LH5229	2022-10-14	Lost	Red duffel bag	15.8	921.56	In Progress	2	0	Fraport Ground Services
CLM01253	PAX00005442	FL0010149	LH4342	2024-03-17	Lost	Grey Tumi backpack	17.2	2251.62	In Progress	3	260.92	Lufthansa LEOS
CLM01254	PAX00042916	FL0001882	LH1448	2022-05-21	Lost	Grey Tumi backpack	31.0	1129.91	Resolved	20	759.39	Swissport
CLM01255	PAX00021522	FL0009986	LH8189	2024-07-13	Pilfered	Green hardcase	9.3	1487.5	Pending		0	Lufthansa LEOS
CLM01256	PAX00004054	FL0008188	LH3328	22-09-2023	Delayed	Green hardcase	26.3	2313.6	Resolved		0	Fraport Ground Services
CLM01257	PAX00030221	FL0006093	LH4188	2023-04-04	Delayed	Red duffel bag	16.3	2349.04	Resolved		0	Swissport
